"","X","yarbus_file","trial","interest_period","subject","session","aoi","fixation_time","breed","age","sex","neutering_status","birth_date","test_date","condition","baited_side","correct","chosen_side","dark_green_bowl_side","ET_data","comment","chosen_bowl","correct_bowl","ip_duration","prop_fixation_time","experimenter"
"19516",19516,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"legs",490,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0.185887708649469,"pb"
"19517",19517,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19518",19518,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19519",19519,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19520",19520,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19521",19521,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19522",19522,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"hand/brightg_bowl",807,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0.306145675265554,"pb"
"19523",19523,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"torso",1081,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0.410091047040971,"pb"
"19524",19524,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19525",19525,"mobileET_ostension_mexx_s3_yarbus",2,"bowl_displacement","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2636,0,"pb"
"19526",19526,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19527",19527,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19528",19528,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19529",19529,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19530",19530,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19531",19531,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"legs",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19532",19532,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"dark_green_bowl",368,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0.204217536071032,"pb"
"19533",19533,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19534",19534,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19535",19535,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0,"pb"
"19536",19536,"mobileET_ostension_mexx_s3_yarbus",2,"choice","Mexx2",2,"hand/darkg_bowl",553,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",1802,0.306881243063263,"pb"
"19537",19537,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19538",19538,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19539",19539,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19540",19540,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19541",19541,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19542",19542,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19543",19543,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19544",19544,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19545",19545,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"legs",517,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0.249879168680522,"pb"
"19546",19546,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19547",19547,"mobileET_ostension_mexx_s3_yarbus",2,"signaling","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","p+g","r",1,"r","r",1,"","dark_green_bowl","dark_green_bowl",2069,0,"pb"
"19548",19548,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"hand",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19549",19549,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19550",19550,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"legs",268,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,1,"pb"
"19551",19551,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19552",19552,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19553",19553,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19554",19554,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19555",19555,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19556",19556,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19557",19557,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19558",19558,"mobileET_ostension_mexx_s3_yarbus",3,"addressing","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",267,0,"pb"
"19559",19559,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19560",19560,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"hand",2823,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.613029315960912,"pb"
"19561",19561,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"dark_green_bowl",1269,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.27557003257329,"pb"
"19562",19562,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19563",19563,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"legs",80,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.0173724212812161,"pb"
"19564",19564,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19565",19565,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19566",19566,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19567",19567,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19568",19568,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"occluder",166,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0.0360477741585233,"pb"
"19569",19569,"mobileET_ostension_mexx_s3_yarbus",3,"baiting","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",4605,0,"pb"
"19570",19570,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19571",19571,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"hand",1173,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0.374043367346939,"pb"
"19572",19572,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19573",19573,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"hand/darkg_bowl",268,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0.0854591836734694,"pb"
"19574",19574,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19575",19575,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19576",19576,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"legs",737,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0.235012755102041,"pb"
"19577",19577,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19578",19578,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19579",19579,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19580",19580,"mobileET_ostension_mexx_s3_yarbus",3,"bowl_displacement","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3136,0,"pb"
"19581",19581,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19582",19582,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"handler",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19583",19583,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"legs",101,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0.0265509989484753,"pb"
"19584",19584,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"bright_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19585",19585,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19586",19586,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19587",19587,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19588",19588,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"hand/brightg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19589",19589,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"dark_green_bowl",1072,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0.281808622502629,"pb"
"19590",19590,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0,"pb"
"19591",19591,"mobileET_ostension_mexx_s3_yarbus",3,"choice","Mexx2",2,"hand",758,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",3804,0.199263932702419,"pb"
"19592",19592,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"dark_green_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0,"pb"
"19593",19593,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"occluder",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0,"pb"
"19594",19594,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"open_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0,"pb"
"19595",19595,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"torso",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0,"pb"
"19596",19596,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"hand",683,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0.319906323185012,"pb"
"19597",19597,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"bright_green_bowl",369,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0.172833723653396,"pb"
"19598",19598,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"hand/darkg_bowl",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0,"pb"
"19599",19599,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"face",0,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0,"pb"
"19600",19600,"mobileET_ostension_mexx_s3_yarbus",3,"signaling","Mexx2",2,"legs",455,"australian_shepherd",130,"m","unneutered","30/12/2011","22/11/2022","control","l",1,"l","l",1,"","dark_green_bowl","dark_green_bowl",2135,0.213114754098361,"pb"
